Unique Skills,course_title,course_url,
tree,Decision Trees in Machine Learning – Coursera,https://www.coursera.org/learn/machine-learning-algorithms,
rxjs,Reactive Programming with RxJS – Udemy,https://www.udemy.com/course/rxjs-course/,
script development,Scripting and Automation with Python – Coursera,https://www.coursera.org/learn/python-automation,
marketing presentation,Creating Effective Marketing Presentations – LinkedIn Learning,https://www.linkedin.com/learning/marketing-communications,
power flow,Power Flow Analysis and Power Systems – Coursera,https://www.coursera.org/learn/power-systems,
purchase agreement,Purchase Agreements and Contract Management – LinkedIn Learning,https://www.linkedin.com/learning/contracts-for-non-lawyers,
governance risk,"Governance, Risk, and Compliance (GRC) – Coursera",https://www.coursera.org/learn/governance-risk-compliance,
aircraft management,Aircraft Fleet Management – Coursera,https://www.coursera.org/learn/aircraft-maintenance,
statistical inference,Statistical Inference for Data Science – Coursera,https://www.coursera.org/learn/statistical-inference,
inventory preparation,Inventory Preparation and Control – Coursera,https://www.coursera.org/learn/inventory-management,
conversational manner,Conversational Skills for Professional Communication – LinkedIn Learning,https://www.linkedin.com/learning/communication-foundations,
value proposition,Creating and Delivering a Value Proposition – LinkedIn Learning,https://www.linkedin.com/learning/value-proposition-development,
cgpt,ChatGPT for Business and Automation – Udemy,https://www.udemy.com/course/chatgpt-for-business/,
insurance regulation,Insurance Regulation and Compliance – Coursera,https://www.coursera.org/learn/insurance-compliance,
audit management,Internal Audit Management – LinkedIn Learning,https://www.linkedin.com/learning/internal-audit-foundations,
ibp,Integrated Business Planning (IBP) – Coursera,https://www.coursera.org/learn/business-planning,
customer health,Customer Health Metrics and Retention – LinkedIn Learning,https://www.linkedin.com/learning/customer-success-management,
industrialization,Industrialization and Manufacturing Processes – Coursera,https://www.coursera.org/learn/manufacturing-processes,
private industry,Private Industry and Corporate Governance – LinkedIn Learning,https://www.linkedin.com/learning/corporate-governance,
supplier improvement,Supplier Improvement and Quality Management – Coursera,https://www.coursera.org/learn/supplier-quality-management,
gherkin,BDD with Gherkin and Cucumber – Udemy,https://www.udemy.com/course/bdd-with-cucumber/,
customer order,Customer Order Management – LinkedIn Learning,https://www.linkedin.com/learning/order-management,
plan analysis,Project Plan Analysis and Review – Coursera,https://www.coursera.org/learn/project-planning,
order to cash,Order to Cash Process in Finance – Coursera,https://www.coursera.org/learn/finance-processes,
vendor compliance,Vendor Compliance and Risk Management – LinkedIn Learning,https://www.linkedin.com/learning/vendor-management,
web traffic,Web Traffic Analytics with Google Analytics – Coursera,https://www.coursera.org/learn/google-analytics,
product development strategy,Product Development and Strategy – Coursera,https://www.coursera.org/learn/product-development,
algorithm research,Algorithm Research and Design – Coursera,https://www.coursera.org/learn/algorithmic-design,
linear driver,Linear Motor and Driver Technology – Coursera,https://www.coursera.org/learn/electrical-engineering,
pedagogy,Foundations of Pedagogy and Education – Coursera,https://www.coursera.org/learn/learning-how-to-learn,
support tool,Technical Support Tools and Techniques – LinkedIn Learning,https://www.linkedin.com/learning/technical-support-foundations,
software report,Software Reporting and Documentation – Coursera,https://www.coursera.org/learn/software-documentation,
fema,FEMA Emergency Management Training – Coursera,https://www.coursera.org/learn/disaster-preparedness,
manufacture practice,Good Manufacturing Practices (GMP) – Coursera,https://www.coursera.org/learn/gmp,
financial infrastructure,Financial Infrastructure and Systems – Coursera,https://www.coursera.org/learn/financial-markets,
technical support analysis,Technical Support Analysis and Troubleshooting – LinkedIn Learning,https://www.linkedin.com/learning/technical-support-foundations,
laboratory procedure,Laboratory Procedures and Safety – Coursera,https://www.coursera.org/learn/laboratory-safety,
disaster recovery testing,Disaster Recovery and Testing – Coursera,https://www.coursera.org/learn/disaster-recovery,
general accounting,General Accounting Fundamentals – Coursera,https://www.coursera.org/learn/accounting,
azure sql azure function,Azure SQL Database and Azure Functions – Coursera,https://www.coursera.org/learn/azure-cloud-database,
software planning,Software Planning and Project Management – Coursera,https://www.coursera.org/learn/software-project-management,
reference data,Reference Data Management – LinkedIn Learning,https://www.linkedin.com/learning/data-management-foundations,
web content,Web Content Management Strategy – LinkedIn Learning,https://www.linkedin.com/learning/content-marketing-foundations,
human resource operation,HR Operations and Administration – Coursera,https://www.coursera.org/learn/human-resource-management,
customer service strategy,Customer Service Strategy and Implementation – LinkedIn Learning,https://www.linkedin.com/learning/customer-service-strategy,
record review,Record Review and Audit Techniques – LinkedIn Learning,https://www.linkedin.com/learning/internal-audit-foundations,
technical support design,Designing Technical Support Systems – Coursera,https://www.coursera.org/learn/technical-support,
corrective maintenance,Corrective Maintenance and Reliability – Coursera,https://www.coursera.org/learn/maintenance-engineering,
test protocol,Test Protocol Design for Clinical and Software Testing – Udemy,https://www.udemy.com/course/software-testing-qa/,
ab initio,Ab Initio ETL Tool Training – Udemy,https://www.udemy.com/course/ab-initio-training/,
iso 17025,ISO 17025 Laboratory Accreditation – Udemy,https://www.udemy.com/course/iso-17025-training/,
material manufacturing,Material Manufacturing Processes – Coursera,https://www.coursera.org/learn/material-science,
information technology operation,IT Operations and Service Management – Coursera,https://www.coursera.org/learn/it-service-management,
soft service,Soft Services Management in Facilities – LinkedIn Learning,https://www.linkedin.com/learning/facility-and-office-management,
application requirement,Application Requirements Gathering – Coursera,https://www.coursera.org/learn/software-requirements,
staff training,Staff Training and Development – LinkedIn Learning,https://www.linkedin.com/learning/employee-training-and-development,
social medium,Social Media Marketing and Management – Coursera,https://www.coursera.org/learn/social-media,
astrophysic,Astrophysics: The Violent Universe – Coursera,https://www.coursera.org/learn/astronomy,
food storage,Food Storage and Preservation – Coursera,https://www.coursera.org/learn/food-preservation,
machine testing,Machine Testing and Quality Control – Coursera,https://www.coursera.org/learn/industrial-quality-control,
hil,Hardware-in-the-Loop (HIL) Simulation – Udemy,https://www.udemy.com/course/hil-testing-and-simulation/,
quality system,Quality Systems in Manufacturing – Coursera,https://www.coursera.org/learn/quality-management,
complex analysis,Complex Analysis in Mathematics – Coursera,https://www.coursera.org/learn/complex-analysis,
operational system,Operating System Fundamentals – Coursera,https://www.coursera.org/learn/operating-systems,
financial support,Financial Support and Services – Coursera,https://www.coursera.org/learn/personal-finance,
pentaho,Pentaho Data Integration (PDI) Training – Udemy,https://www.udemy.com/course/pentaho-data-integration-training/,
protocol analysis,Network Protocol Analysis with Wireshark – Udemy,https://www.udemy.com/course/wireshark/,
geospatial data,Geospatial Data Analysis – Coursera,https://www.coursera.org/learn/geospatial-data,
presentation development,Developing Professional Presentations – LinkedIn Learning,https://www.linkedin.com/learning/presentation-foundations,
advertising management,Advertising Management and Strategy – Coursera,https://www.coursera.org/learn/advertising,
product management development,Product Management Development Strategy – Coursera,https://www.coursera.org/learn/product-management,
compensation management,Compensation and Benefits Management – Coursera,https://www.coursera.org/learn/hr-compensation,
support solution,IT Support Solutions – Coursera,https://www.coursera.org/learn/technical-support,
legal documentation,Legal Documentation and Writing – LinkedIn Learning,https://www.linkedin.com/learning/legal-writing,
flow chart,Flowchart Design and Process Mapping – LinkedIn Learning,https://www.linkedin.com/learning/flowchart-design,
